PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked
611,0,3,"McCarthy, Mr. Timothy J",male,,0,0,PC 996302,15.4267,D104,S
612,1,1,"Palsson, Master. Gosta Leonard",female,39.9,0,1,SOTON 581520,67.7032,D76,C
613,1,2,"Johnson, Miss. Anna",male,34.9,0,0,SOTON 825142,34.7559,,S
614,0,2,"Williams, Mrs. Mary",male,45,0,0,PC 617323,14.4283,,S
615,1,2,"Brown, Miss. Elizabeth",female,29.6,0,0,STON/O2 818715,38.0225,,S
616,1,3,"Davis, Mrs. Margaret",female,,0,0,PC 990862,12.8315,,C
617,0,3,"Wilson, Miss. Emily",male,27.7,0,0,PC 250863,5.2283,,S
618,1,3,"Smith, Mr. John",male,19.6,0,0,A/5 63508,16.9793,D12,Q
619,0,3,"Miller, Mr. Thomas",female,20.5,0,0,SOTON 376579,11.8367,,S
620,0,3,"Taylor, Mr. William",female,,0,0,STON/O2 4098,3.0091,,S
621,0,3,"Anderson, Mr. James",male,18.9,0,2,A/5 729993,14.9449,,S
622,0,3,"Thomas, Mr. Charles",male,25.7,0,2,A/5 301388,18.8886,D54,C
623,0,1,"Braund, Mr. Owen Harris",male,,3,0,W/C 841765,126.1569,,S
624,0,1,"Cumings, Mrs. John Bradley",male,33,0,0,W/C 576257,66.3793,D4,C
625,1,1,"Heikkinen, Miss. Laina",male,30,0,0,A/5 202495,85.2314,,Q
626,0,3,"Futrelle, Mrs. Jacques Heath",male,18.6,1,0,CA 76028,13.2956,,Q
627,0,3,"Allen, Mr. William Henry",male,39.2,5,0,W/C 919958,21.7153,D79,S
628,1,2,"Moran, Mr. James",female,43.1,0,0,STON/O2 39575,15.882,,S
629,0,3,"McCarthy, Mr. Timothy J",male,7.5,1,2,A/5 636404,10.2817,,C
630,0,1,"Palsson, Master. Gosta Leonard",male,19.3,0,0,SOTON 915306,49.9501,D58,S
631,0,3,"Johnson, Miss. Anna",female,19.2,0,0,STON/O2 997114,4.5225,D82,S
632,0,2,"Williams, Mrs. Mary",female,,0,0,W/C 561815,27.7876,,S
633,0,1,"Brown, Miss. Elizabeth",male,41.6,0,0,W/C 616760,137.6467,,S
634,0,3,"Davis, Mrs. Margaret",male,,1,0,STON/O2 606507,11.8389,,S
635,0,2,"Wilson, Miss. Emily",male,26.3,0,3,SOTON 120783,15.0787,,S
636,0,2,"Smith, Mr. John",male,1.9,0,0,STON/O2 934951,27.1022,,S
637,0,2,"Miller, Mr. Thomas",male,,0,0,SOTON 608553,31.6276,,S
638,0,3,"Taylor, Mr. William",male,12.7,0,0,PC 56114,12.0853,,S
639,0,3,"Anderson, Mr. James",male,30.8,0,0,SOTON 207422,21.2107,,S
640,0,2,"Thomas, Mr. Charles",male,33.9,1,0,PC 801322,15.8609,,S
641,0,3,"Braund, Mr. Owen Harris",male,49,1,0,SOTON 315626,11.3212,,S
642,0,3,"Cumings, Mrs. John Bradley",male,,1,0,W/C 920244,14.7315,D38,S
643,0,2,"Heikkinen, Miss. Laina",male,0.4,1,1,PC 143290,29.4208,D138,S
644,0,2,"Futrelle, Mrs. Jacques Heath",male,32.6,0,0,PC 822154,25.5313,,S
645,0,1,"Allen, Mr. William Henry",male,55.2,1,0,A/5 859407,33.9769,,C
646,1,1,"Moran, Mr. James",female,47.3,0,0,PC 886697,164.1684,,S
647,0,3,"McCarthy, Mr. Timothy J",male,32.9,0,1,CA 162686,11.6196,,C
648,1,1,"Palsson, Master. Gosta Leonard",female,23.1,0,0,W/C 542889,83.9696,,S
649,1,3,"Johnson, Miss. Anna",female,41.3,0,0,SOTON 386398,16.6081,D46,S
650,0,3,"Williams, Mrs. Mary",male,16.4,0,0,STON/O2 461828,9.2764,,S
651,0,1,"Brown, Miss. Elizabeth",male,36.7,0,0,SOTON 760860,82.0494,,S
652,0,3,"Davis, Mrs. Margaret",male,,1,0,SOTON 950014,9.0384,D116,S
653,0,2,"Wilson, Miss. Emily",male,44.8,0,1,A/5 131439,29.6749,,S
654,0,3,"Smith, Mr. John",female,68.6,0,0,CA 120277,11.3853,,S
655,0,3,"Miller, Mr. Thomas",male,35.5,2,0,PC 566198,14.572,D2,S
656,0,3,"Taylor, Mr. William",male,,0,0,SOTON 681215,6.8778,,S
657,0,3,"Anderson, Mr. James",male,29.6,0,1,PC 376982,8.1508,D138,Q
658,1,1,"Thomas, Mr. Charles",male,5.2,0,0,PC 98204,30.8549,,S
659,0,3,"Braund, Mr. Owen Harris",male,20.3,0,0,CA 945422,8.8434,,S
660,0,3,"Cumings, Mrs. John Bradley",male,24.3,0,0,PC 518953,0,,S
661,0,3,"Heikkinen, Miss. Laina",male,22.7,0,0,W/C 786428,11.2035,,S
662,0,3,"Futrelle, Mrs. Jacques Heath",female,32.1,0,0,A/5 519985,9.8747,,C
663,0,3,"Allen, Mr. William Henry",male,,0,0,CA 426466,13.8828,,S
664,0,1,"Moran, Mr. James",male,45.7,0,0,STON/O2 819408,81.6059,D61,S
665,0,1,"McCarthy, Mr. Timothy J",male,30,0,0,W/C 579032,125.2549,,C
666,0,3,"Palsson, Master. Gosta Leonard",male,29.9,0,0,W/C 527761,28.1767,D66,S
667,0,2,"Johnson, Miss. Anna",male,,1,0,SOTON 554003,37.7973,,S
668,0,3,"Williams, Mrs. Mary",male,32.2,0,0,STON/O2 254856,10.3493,D53,Q
669,0,3,"Brown, Miss. Elizabeth",male,41.6,0,1,CA 520637,10.1137,,S
670,0,2,"Davis, Mrs. Margaret",male,,1,3,SOTON 426426,34.7725,D23,S
671,0,1,"Wilson, Miss. Emily",male,20.8,0,3,STON/O2 824749,19.3996,,S
672,1,3,"Smith, Mr. John",female,,0,1,SOTON 689722,11.1561,,S
673,0,2,"Miller, Mr. Thomas",male,11.2,0,0,SOTON 509410,22.3208,,S
674,0,3,"Taylor, Mr. William",male,18.5,1,0,PC 745917,16.4172,,C
675,0,2,"Anderson, Mr. James",male,23.3,1,0,SOTON 819403,31.906,,S
676,1,3,"Thomas, Mr. Charles",female,42.2,0,0,PC 238230,8.6443,,C
677,0,1,"Braund, Mr. Owen Harris",male,33.7,1,0,CA 634245,65.0826,D40,Q
678,0,3,"Cumings, Mrs. John Bradley",male,32.7,0,0,STON/O2 301102,15.6039,,S
679,0,3,"Heikkinen, Miss. Laina",female,41.9,0,0,CA 268825,8.3263,,S
680,1,3,"Futrelle, Mrs. Jacques Heath",female,28.1,0,0,SOTON 214328,20.0558,,S
681,0,1,"Allen, Mr. William Henry",female,35.5,0,0,CA 160224,101.9303,,C
682,0,3,"Moran, Mr. James",male,28.6,1,2,W/C 189691,14.0033,,C
683,0,3,"McCarthy, Mr. Timothy J",male,,0,0,CA 992244,15.287,,S
684,1,1,"Palsson, Master. Gosta Leonard",female,21.8,0,0,STON/O2 615361,63.1919,,S
685,1,1,"Johnson, Miss. Anna",female,0.4,2,2,PC 536505,57.4535,,S
686,0,1,"Williams, Mrs. Mary",male,28.1,0,0,W/C 414870,64.71,D135,C
687,1,3,"Brown, Miss. Elizabeth",male,,0,0,STON/O2 264552,15.9248,,S
688,0,3,"Davis, Mrs. Margaret",male,43,0,0,PC 568191,14.1759,,S
689,1,3,"Wilson, Miss. Emily",female,,1,0,A/5 108042,10.5271,,C
690,0,1,"Smith, Mr. John",male,47.3,1,1,W/C 657578,106.9849,D24,S
691,0,2,"Miller, Mr. Thomas",male,31.2,0,0,SOTON 977302,23.0431,D78,S
692,0,3,"Taylor, Mr. William",male,32.8,0,0,PC 385333,8.9441,,S
693,0,3,"Anderson, Mr. James",male,,0,0,SOTON 555393,14.4879,D109,S
694,0,3,"Thomas, Mr. Charles",male,25.6,1,0,STON/O2 380570,7.0738,,S
695,0,1,"Braund, Mr. Owen Harris",male,38.6,0,3,CA 406155,19.2599,,Q
696,0,3,"Cumings, Mrs. John Bradley",male,46.9,0,0,STON/O2 26322,12.9701,,S
697,0,2,"Heikkinen, Miss. Laina",male,28,2,0,A/5 845647,17.6041,D107,S
698,0,2,"Futrelle, Mrs. Jacques Heath",male,23.7,0,0,A/5 956782,22.1408,,S
699,0,3,"Allen, Mr. William Henry",male,30,0,0,SOTON 95835,7.3446,,S
700,0,3,"Moran, Mr. James",male,38.4,0,2,CA 74079,20.0723,,S
701,0,3,"McCarthy, Mr. Timothy J",male,9.8,2,0,STON/O2 688100,9.1303,,C
702,1,1,"Palsson, Master. Gosta Leonard",male,0.4,0,0,W/C 8253,64.448,,C
703,0,1,"Johnson, Miss. Anna",male,22.3,0,0,W/C 982835,93.6038,,S
704,0,3,"Williams, Mrs. Mary",male,12.9,0,1,A/5 311509,4.9468,,S
705,0,3,"Brown, Miss. Elizabeth",male,22.9,0,0,PC 951935,4.5143,,S
706,1,2,"Davis, Mrs. Margaret",female,27.9,0,1,SOTON 150485,29.2857,,Q
707,0,1,"Wilson, Miss. Emily",male,23.7,0,0,PC 563773,63.9819,,S
708,1,1,"Smith, Mr. John",female,50.3,5,2,A/5 898936,47.5462,,C
709,1,3,"Miller, Mr. Thomas",male,34.6,0,0,W/C 534119,16.5297,D52,S
710,0,1,"Taylor, Mr. William",female,34.2,0,0,PC 6004,50.7708,,Q
711,1,2,"Anderson, Mr. James",female,38.7,0,0,PC 309068,21.9117,,S
712,1,1,"Thomas, Mr. Charles",male,14.1,0,0,W/C 38170,47.7393,,C
713,1,2,"Braund, Mr. Owen Harris",male,,1,2,CA 408878,28.4137,,S
714,0,1,"Cumings, Mrs. John Bradley",male,28.9,0,1,CA 891648,127.9547,,S
715,0,3,"Heikkinen, Miss. Laina",male,39.4,0,0,STON/O2 179475,2.1129,,S
716,0,1,"Futrelle, Mrs. Jacques Heath",female,15,0,0,W/C 325332,84.0557,,C
717,1,3,"Allen, Mr. William Henry",female,8.2,0,0,SOTON 361777,18.011,,S
718,1,1,"Moran, Mr. James",female,,0,0,PC 64471,64.8268,,Q
719,0,3,"McCarthy, Mr. Timothy J",male,35.3,0,0,SOTON 582575,6.3834,,C
720,0,3,"Palsson, Master. Gosta Leonard",female,17.4,1,0,W/C 322220,15.4626,,S
721,0,3,"Johnson, Miss. Anna",female,17.8,2,0,PC 641763,18.8597,,C
722,0,3,"Williams, Mrs. Mary",male,45.8,0,0,A/5 363009,18.2096,,S
723,0,2,"Brown, Miss. Elizabeth",male,13.3,2,0,W/C 73847,29.1165,,S
724,0,2,"Davis, Mrs. Margaret",female,53,0,0,CA 212811,26.1015,,S
725,0,3,"Wilson, Miss. Emily",male,17.4,0,0,CA 927794,7.7408,D118,S
726,0,3,"Smith, Mr. John",female,38.9,0,3,STON/O2 977446,18.0617,,C
727,0,3,"Miller, Mr. Thomas",male,25.4,0,0,CA 424359,17.7382,,S
728,0,3,"Taylor, Mr. William",female,38.4,0,0,W/C 350924,6.3424,,S
729,0,3,"Anderson, Mr. James",male,22.4,0,0,W/C 421114,15.1322,,S
730,0,3,"Thomas, Mr. Charles",male,27.7,0,1,PC 100919,16.819,,S
731,0,1,"Braund, Mr. Owen Harris",male,,0,0,STON/O2 195020,111.7561,,S
732,0,3,"Cumings, Mrs. John Bradley",female,16,0,0,A/5 44262,12.5613,,C
733,0,3,"Heikkinen, Miss. Laina",female,40.4,1,0,STON/O2 545893,7.9832,,S
734,1,1,"Futrelle, Mrs. Jacques Heath",male,22.8,0,0,W/C 78123,61.9238,,S
735,0,3,"Allen, Mr. William Henry",male,,0,0,CA 350355,7.1076,,
736,1,1,"Moran, Mr. James",female,,0,1,A/5 159964,78.1618,,S
737,0,3,"McCarthy, Mr. Timothy J",male,,0,1,PC 169767,11.5557,D89,C
738,0,1,"Palsson, Master. Gosta Leonard",female,27.3,1,0,W/C 660789,157.2213,,S
739,0,3,"Johnson, Miss. Anna",male,63.8,0,0,SOTON 478032,18.2339,,C
740,0,3,"Williams, Mrs. Mary",male,41,0,2,CA 899212,18.6719,,S
741,0,2,"Brown, Miss. Elizabeth",male,,1,0,PC 157547,30.3027,,S
742,0,3,"Davis, Mrs. Margaret",male,26.3,0,1,PC 678090,10.8512,D32,Q
743,0,3,"Wilson, Miss. Emily",female,30.3,0,0,PC 676371,11.389,D87,C
744,0,3,"Smith, Mr. John",male,37.7,0,2,STON/O2 910507,11.9244,,S
745,0,1,"Miller, Mr. Thomas",male,13.5,1,0,W/C 872627,86.7764,,S
746,1,2,"Taylor, Mr. William",female,45.6,0,2,STON/O2 169393,29.3782,,S
747,0,1,"Anderson, Mr. James",male,40,0,0,W/C 937192,80.0255,,S
748,0,3,"Thomas, Mr. Charles",male,40.1,0,0,A/5 594167,11.3,,C
749,1,3,"Braund, Mr. Owen Harris",female,36.1,0,2,A/5 347872,9.5244,,C
750,0,3,"Cumings, Mrs. John Bradley",male,30.3,0,0,SOTON 927920,4.853,D28,S
751,0,3,"Heikkinen, Miss. Laina",male,39.4,0,0,STON/O2 722782,20.5078,,Q
752,0,3,"Futrelle, Mrs. Jacques Heath",female,,0,0,A/5 649843,25.9023,D77,S
753,0,3,"Allen, Mr. William Henry",male,25,2,1,A/5 544118,20.0161,,S
754,0,1,"Moran, Mr. James",male,22,1,2,PC 777522,34.6736,D28,S
755,0,3,"McCarthy, Mr. Timothy J",male,31.4,0,0,STON/O2 791023,17.604,,S
756,1,1,"Palsson, Master. Gosta Leonard",female,,1,1,W/C 258716,116.8559,D32,S
757,0,3,"Johnson, Miss. Anna",male,,0,0,CA 972686,10.6399,,S
758,0,3,"Williams, Mrs. Mary",male,,0,0,STON/O2 134703,15.8602,,S
759,1,3,"Brown, Miss. Elizabeth",female,32.3,0,0,PC 544344,10.3306,,S
760,1,1,"Davis, Mrs. Margaret",female,,1,0,STON/O2 511241,135.0414,D117,C
761,0,2,"Wilson, Miss. Emily",male,,1,0,A/5 640604,29.1104,D77,S
762,0,2,"Smith, Mr. John",male,33.4,0,3,STON/O2 691807,14.682,D55,S
763,1,2,"Miller, Mr. Thomas",male,26.9,2,0,STON/O2 824622,32.5353,,C
764,0,1,"Taylor, Mr. William",female,50.9,0,0,PC 729359,118.1161,,Q
765,0,3,"Anderson, Mr. James",male,,1,3,W/C 182350,14.1591,D134,Q
766,0,3,"Thomas, Mr. Charles",male,18.4,3,0,CA 789212,15.8047,D116,S
767,0,2,"Braund, Mr. Owen Harris",female,28.6,0,1,CA 715618,24.2153,,S
768,0,2,"Cumings, Mrs. John Bradley",female,,1,0,CA 43192,12.2393,D60,S
769,0,2,"Heikkinen, Miss. Laina",male,27.5,0,1,SOTON 892307,23.293,D42,S
770,1,3,"Futrelle, Mrs. Jacques Heath",female,53.3,0,0,A/5 362273,16.0598,D116,Q
771,0,3,"Allen, Mr. William Henry",male,30.3,0,2,CA 614484,12.251,D109,S
772,0,3,"Moran, Mr. James",female,,0,0,A/5 527683,17.6845,,S
773,0,3,"McCarthy, Mr. Timothy J",male,12.4,2,0,PC 384891,10.7057,D102,S
774,0,3,"Palsson, Master. Gosta Leonard",male,,0,0,A/5 409995,11.0894,,S
775,1,3,"Johnson, Miss. Anna",female,,0,0,SOTON 948226,17.8621,,C
776,0,1,"Williams, Mrs. Mary",male,25.6,1,0,A/5 880608,87.9867,,S
777,0,3,"Brown, Miss. Elizabeth",male,47.9,2,0,A/5 256315,10.5914,,S
778,0,1,"Davis, Mrs. Margaret",female,37.8,0,0,SOTON 446919,117.217,D117,S
779,1,3,"Wilson, Miss. Emily",female,14.4,3,0,PC 139783,8.9709,,S
780,0,2,"Smith, Mr. John",male,33.5,0,0,SOTON 258288,16.8218,,S
781,1,3,"Miller, Mr. Thomas",female,37,1,0,W/C 496187,0,,S
782,0,3,"Taylor, Mr. William",male,46,0,0,W/C 236835,9.7593,D132,S
783,0,3,"Anderson, Mr. James",male,52.1,0,0,A/5 853987,20.656,,S
784,1,3,"Thomas, Mr. Charles",male,15.8,0,0,A/5 207084,0.8771,,Q
785,1,2,"Braund, Mr. Owen Harris",male,18.6,0,0,STON/O2 754315,14.2909,,Q
786,1,1,"Cumings, Mrs. John Bradley",female,12.4,0,0,A/5 924469,95.8065,,Q
787,0,2,"Heikkinen, Miss. Laina",male,26.7,0,0,A/5 249029,0,,S
788,0,1,"Futrelle, Mrs. Jacques Heath",male,,0,1,CA 366169,61.6148,,S
789,0,3,"Allen, Mr. William Henry",male,43.8,1,0,W/C 763072,19.674,,S
790,1,2,"Moran, Mr. James",female,28.9,0,0,CA 528561,47.984,,C
791,1,3,"McCarthy, Mr. Timothy J",male,25.5,0,0,STON/O2 153566,14.6979,D76,Q
792,0,3,"Palsson, Master. Gosta Leonard",male,,0,0,PC 4212,7.5802,,C
793,0,3,"Johnson, Miss. Anna",male,18.3,0,0,CA 477657,7.3832,,S
794,0,1,"Williams, Mrs. Mary",male,,1,0,STON/O2 133152,85.2167,,Q
795,1,3,"Brown, Miss. Elizabeth",male,7.5,1,0,CA 23007,14.6436,D146,S
796,1,3,"Davis, Mrs. Margaret",female,32.6,0,0,W/C 345785,23.8689,,S
797,0,3,"Wilson, Miss. Emily",female,,0,0,STON/O2 788071,18.6792,,S
798,0,3,"Smith, Mr. John",male,30.1,1,0,PC 513164,13.492,,S
799,0,3,"Miller, Mr. Thomas",female,27.3,0,0,CA 791168,11.039,,S
800,1,1,"Taylor, Mr. William",female,25,1,0,STON/O2 17473,188.5296,D129,S
801,1,3,"Anderson, Mr. James",female,27.5,0,3,CA 126801,16.6656,,S
802,0,2,"Thomas, Mr. Charles",male,49.2,1,0,CA 895030,17.4765,D116,S
803,0,1,"Braund, Mr. Owen Harris",male,0.4,0,0,SOTON 226097,71.9136,,C
804,1,2,"Cumings, Mrs. John Bradley",male,51.5,0,2,SOTON 216933,15.1286,,S
805,1,1,"Heikkinen, Miss. Laina",male,10.1,2,0,W/C 722167,0,,S
806,1,1,"Futrelle, Mrs. Jacques Heath",female,,0,0,STON/O2 25220,91.2554,,C
807,1,1,"Allen, Mr. William Henry",female,24,0,1,CA 373146,144.1684,D32,C
808,1,3,"Moran, Mr. James",female,38.2,0,1,PC 698785,3.4612,,S
809,0,3,"McCarthy, Mr. Timothy J",male,,0,0,CA 246752,13.3233,,S
810,0,3,"Palsson, Master. Gosta Leonard",male,36.5,0,0,A/5 570071,8.8646,,S
811,0,2,"Johnson, Miss. Anna",female,58.3,0,0,PC 710687,30.8669,D110,S
812,1,2,"Williams, Mrs. Mary",female,,0,3,CA 918184,23.0613,,S
813,0,3,"Brown, Miss. Elizabeth",male,32.7,0,0,SOTON 667217,5.0437,D67,C
814,1,2,"Davis, Mrs. Margaret",female,20.7,1,0,W/C 861020,13.9626,,S
815,1,1,"Wilson, Miss. Emily",female,36,0,1,CA 247509,50.1092,D29,C
816,0,3,"Smith, Mr. John",male,,0,0,SOTON 543528,20.8643,,C
817,1,1,"Miller, Mr. Thomas",male,21,0,0,A/5 891965,126.5573,D113,Q
818,0,3,"Taylor, Mr. William",male,36.8,0,0,STON/O2 606262,11.1786,,S
819,0,3,"Anderson, Mr. James",male,55.3,0,0,PC 214165,20.1827,,C
820,0,1,"Thomas, Mr. Charles",male,27.3,0,1,CA 453201,73.7654,,S
821,1,1,"Braund, Mr. Owen Harris",female,40.1,0,0,SOTON 791078,68.2401,,S
822,0,3,"Cumings, Mrs. John Bradley",male,11.9,0,1,CA 773411,13.3341,,S
823,0,3,"Heikkinen, Miss. Laina",male,16.6,0,0,A/5 90460,14.6662,,S
824,0,1,"Futrelle, Mrs. Jacques Heath",male,36.6,0,0,A/5 52048,60.004,,C
825,0,3,"Allen, Mr. William Henry",male,,0,3,STON/O2 833184,13.1279,D10,S
826,1,1,"Moran, Mr. James",female,35,0,0,PC 858158,108.3436,,S
827,0,3,"McCarthy, Mr. Timothy J",male,,0,0,A/5 945793,13.7578,,S
828,0,3,"Palsson, Master. Gosta Leonard",male,,0,0,SOTON 267891,13.2503,D8,S
829,1,1,"Johnson, Miss. Anna",female,,1,1,W/C 533046,97.7905,D34,S
830,1,1,"Williams, Mrs. Mary",male,,0,0,W/C 912508,104.0014,,C
831,1,1,"Brown, Miss. Elizabeth",male,42.4,0,0,W/C 675945,77.7458,,S
832,0,2,"Davis, Mrs. Margaret",male,23.7,0,0,SOTON 844382,19.6655,,S
833,1,1,"Wilson, Miss. Emily",male,23.4,0,0,W/C 752588,86.8113,,S
834,0,3,"Smith, Mr. John",male,33.7,0,1,SOTON 166368,3.6753,,S
835,0,1,"Miller, Mr. Thomas",male,23.9,0,0,A/5 20455,72.4284,,S
836,0,3,"Taylor, Mr. William",male,,1,0,A/5 972525,0,D36,S
837,0,3,"Anderson, Mr. James",female,59.4,0,0,CA 232897,3.1966,,Q
838,0,3,"Thomas, Mr. Charles",male,,2,0,W/C 493646,2.3168,D12,S
839,0,3,"Braund, Mr. Owen Harris",male,25,0,2,A/5 833548,19.127,,S
840,0,2,"Cumings, Mrs. John Bradley",male,20.9,0,0,W/C 565772,25.1573,,S
841,0,3,"Heikkinen, Miss. Laina",male,,0,4,SOTON 169332,5.617,,C
842,0,3,"Futrelle, Mrs. Jacques Heath",female,27.5,0,0,STON/O2 737091,15.8727,D83,S
843,1,2,"Allen, Mr. William Henry",male,20.9,0,0,PC 129824,36.1224,,S
844,1,1,"Moran, Mr. James",female,48.5,0,2,STON/O2 817037,98.3055,,C
845,0,3,"McCarthy, Mr. Timothy J",male,49.9,0,0,W/C 956073,11.896,,S
846,0,2,"Palsson, Master. Gosta Leonard",male,21.6,2,0,CA 268724,27.6155,,S
847,0,1,"Johnson, Miss. Anna",male,3.9,1,3,A/5 696003,112.4539,D120,S
848,0,2,"Williams, Mrs. Mary",female,44.1,0,0,PC 883464,19.721,,S
849,1,2,"Brown, Miss. Elizabeth",male,20.4,0,0,PC 480389,25.336,,S
850,0,3,"Davis, Mrs. Margaret",male,,0,0,A/5 40015,11.4954,,S
851,1,3,"Wilson, Miss. Emily",male,2.4,0,0,PC 729165,3.5615,,S
852,0,3,"Smith, Mr. John",female,,0,0,W/C 478508,18.3619,,S
853,0,1,"Miller, Mr. Thomas",male,13,0,0,STON/O2 222775,154.0618,,S
854,1,2,"Taylor, Mr. William",female,40.2,0,0,SOTON 728513,15.1698,,Q
855,0,3,"Anderson, Mr. James",male,30.2,0,1,CA 910222,18.6317,,C
856,0,1,"Thomas, Mr. Charles",male,16.6,3,0,SOTON 669043,49.6882,,C
857,0,2,"Braund, Mr. Owen Harris",male,24.3,1,0,W/C 230303,26.4939,,S
858,0,3,"Cumings, Mrs. John Bradley",male,39.6,2,0,PC 675075,21.8219,,S
859,0,1,"Heikkinen, Miss. Laina",male,31.5,0,0,PC 492599,61.2642,,S
860,0,3,"Futrelle, Mrs. Jacques Heath",male,38.2,0,0,CA 618231,12.9141,,S
861,1,1,"Allen, Mr. William Henry",female,57.7,0,1,SOTON 994209,15.1459,,Q
862,1,1,"Moran, Mr. James",male,8.1,0,0,SOTON 562032,56.0886,,S
863,0,2,"McCarthy, Mr. Timothy J",male,52.6,0,1,PC 481795,3.5544,,S
864,0,3,"Palsson, Master. Gosta Leonard",male,31.5,0,2,A/5 396340,15.5107,D147,S
865,0,3,"Johnson, Miss. Anna",male,17.4,0,0,SOTON 694411,17.8651,,S
866,0,3,"Williams, Mrs. Mary",male,11.4,0,0,A/5 878742,11.7034,,S
867,0,3,"Brown, Miss. Elizabeth",male,27.4,0,0,W/C 459034,14.6724,D118,S
868,1,1,"Davis, Mrs. Margaret",male,42.9,0,0,CA 150748,68.2737,,S
869,0,3,"Wilson, Miss. Emily",female,28.2,0,1,PC 484512,17.3322,,C
870,0,3,"Smith, Mr. John",female,51.2,0,2,W/C 453546,13.7574,,S
871,0,3,"Miller, Mr. Thomas",male,9.7,0,0,PC 497184,1.3839,,Q
872,0,1,"Taylor, Mr. William",male,,0,0,W/C 645467,113.8393,,C
873,0,3,"Anderson, Mr. James",male,12.5,2,2,W/C 645691,10.7212,,S
874,0,1,"Thomas, Mr. Charles",male,,0,3,A/5 781751,34.2663,,C
875,0,2,"Braund, Mr. Owen Harris",male,42.4,1,0,W/C 348591,20.062,D15,S
876,0,3,"Cumings, Mrs. John Bradley",male,24.1,0,0,STON/O2 450181,1.8729,D47,Q
877,1,3,"Heikkinen, Miss. Laina",female,,0,0,A/5 773793,5.6881,,S
878,1,2,"Futrelle, Mrs. Jacques Heath",female,32.8,0,2,PC 193589,26.6082,,S
879,0,2,"Allen, Mr. William Henry",male,36.1,0,0,W/C 357459,27.5505,,S
880,0,3,"Moran, Mr. James",male,,0,0,A/5 814819,14.7927,,S
881,0,3,"McCarthy, Mr. Timothy J",male,47.3,1,0,STON/O2 908278,13.0188,,Q
882,0,3,"Palsson, Master. Gosta Leonard",female,15,0,0,PC 827671,8.9467,,S
883,0,3,"Johnson, Miss. Anna",male,,0,0,SOTON 142268,12.6814,,S
884,0,3,"Williams, Mrs. Mary",male,46.7,0,5,A/5 879247,10.4423,,S
885,1,2,"Brown, Miss. Elizabeth",female,5.1,2,0,A/5 332004,6.71,,Q
886,0,3,"Davis, Mrs. Margaret",male,34.5,0,0,A/5 741537,8.4814,D90,S
887,0,2,"Wilson, Miss. Emily",female,22.9,0,0,STON/O2 230602,35.0073,,S
888,0,2,"Smith, Mr. John",male,28.9,0,0,CA 838985,42.8683,,S
889,0,3,"Miller, Mr. Thomas",male,34.9,1,0,A/5 104976,16.81,,S
890,1,1,"Taylor, Mr. William",male,23.2,4,0,CA 981587,135.5731,D127,S
891,1,3,"Anderson, Mr. James",female,20.5,0,0,A/5 62600,13.4995,,S
